Employer,Job_title,Company_location,Wages,Experience,description,Job_Location,Company_description,role_Responsibilities,role_Requirements,Start_date,Posting_date
Carrefour,Manager,"Massy-Palaiseau, France",70-110 000 Eur,6-10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Massy-Palaiseau, France","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Monday, June 12, 2023","Monday, May 01, 2023"
Ikea,Directeur,"Delft, Netherlands", 175-230k EUR,10 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Thursday, December 14, 2023","Saturday, November 18, 2023"
IKEA,Lead,"Delft, Netherlands", 175-230k EUR,10 years,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat",,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Friday, January 26, 2024","Wednesday, December 20, 2023"
IKEA,Lead,Netherlands,120 000 à 150 000,9-11 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.",Netherlands,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Tuesday, November 07, 2023","Thursday, October 05, 2023"
Oracle,Senior Analyst,"Austin, TX, US",,3-4,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Austin, TX, US","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Sunday, October 29, 2023","Wednesday, October 11, 2023"
Amazon,Lead,"Seattle, Washington, US",,10 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","New York, NY, US","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Saturday, October 14, 2023","Friday, August 25, 2023"
Carrefour,Analyst,"Paris, France",18-27k eur,3,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat",,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Thursday, August 31, 2023","Tuesday, August 01, 2023"
Groupe Palmeraie,Manager,Casablanca,80-90k MAD,6-10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Casablanca, Morocco","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Tuesday, December 19, 2023","Wednesday, December 06, 2023"
Microsoft,Compliance officer,"Remond, WA, US",,3-5 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Remond, WA, US","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Monday, August 14, 2023","Sunday, August 06, 2023"
Azure,Manager,"Redmond, Washington, USA",,5-6,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Redmond, Washington, USA","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Tuesday, January 30, 2024","Friday, January 05, 2024"
Kering,HR,"Paris, France",30k Eur,3-4 years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","London, UK","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Wednesday, June 07, 2023","Monday, May 29, 2023"
AttijariWafaBank,Analyste,"Casablanca, Morocco",35k MAD,3,"- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Casablanca, Morocco","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Thursday, January 18, 2024","Wednesday, December 13, 2023"
AWS,Intership MBA,"Seattle WA, USA", 85-115k USD,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",Singapore,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat","Friday, June 30, 2023","Tuesday, June 20, 2023"
Carrefour,Manager,"Massy-Palaiseau, France",95 000 à 120 000 eur,7+ years,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo'- Lorem ipsum dolor sit amet consectetur adipiscing elit
- Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua
- ut enim ad minim veniam
- Quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat consequat.","Massy-Palaiseau, France","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","Friday, January 05, 2024","Saturday, December 09, 2023"
